,smiles,pki
0,CC(=O)OCC1OC(OC2C(COC(C)=O)OC(S(N)(=O)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,5.345823458122039
1,CC(=O)OCC1OC(OC2C(COC(C)=O)OC(SNCc3ccc(S(N)(=O)=O)cc3)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,7.882728704344236
2,CCC(CC)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,7.471083299722345
3,Nc1cc(C(F)(F)F)c(S(N)(=O)=O)cc1S(N)(=O)=O,7.200659450546418
4,O=c1ccc2ccccc2o1,5.036212172654444
5,Nc1ccccc1S(N)(=O)=O,6.530177984021837
6,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,5.661543506395395
7,NS(=O)(=O)c1ccc(CCO)cc1,6.9299621333922445
8,NS(=O)(=O)c1nc2ccc(O)cc2s1,7.721246399047171
9,Cn1nc(S(N)(=O)=O)sc1=N,7.721246399047171
10,Nc1ccc(S(=O)(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,7.3979400086720375
11,Nc1nccc(Nc2ccc(S(N)(=O)=O)cc2)n1,7.2076083105017466
12,Nc1cccc(S(N)(=O)=O)c1,6.568636235841013
13,Nc1ccc(S(N)(=O)=O)cc1F,7.221848749616356
14,Nc1ccc(S(N)(=O)=O)cc1,6.568636235841013
15,NCCc1ccc(S(N)(=O)=O)cc1,6.795880017344075
16,Nc1ccc(S(N)(=O)=O)cc1Cl,6.958607314841775
17,NNc1ccc(S(N)(=O)=O)cc1,6.630165929700456
18,NCc1ccc(S(N)(=O)=O)cc1,6.769551078621726
19,Cc1cc(=O)oc2cc(OS(N)(=O)=O)ccc12,7.6020599913279625
20,NC(=O)CSc1ccncc1S(N)(=O)=O,6.882728704344236
21,CC1CC=NN1c1ccncc1S(N)(=O)=O,6.853871964321762
22,NCCC(=O)Nc1nnc(S(N)(=O)=O)s1,8.522878745280337
23,Oc1ccc(O)cc1,7.045757490560675
24,COc1ccccc1O,5.531652669587842
25,Oc1ccccc1,5.259637310505756
26,Nc1ccc(C(=O)O)cc1,5.089909454405932
27,CC(=O)Nc1ccc(O)cc1,5.207608310501746
28,Cc1ccc(S(N)(=O)=O)cc1,6.494850021680094
29,CCOC(=O)c1ccc(O)cc1,5.318758762624412
30,NCCCCNCCCN,5.954677021213342
31,OB(O)c1ccc(Br)cc1,5.154901959985743
32,N=C(N)Nc1ccc(C(=O)O)cc1,5.939302159646388
33,COc1ccc(B(O)O)cc1,5.102372908709558
34,O=C(O)c1ccc(Cl)cc1,5.419075024324381
35,OB(O)c1ccccc1,7.636388020107856
36,O=C(O)c1ccc(Br)cc1,5.327902142064283
37,COc1ccc(C(=O)O)cc1,5.095284454721319
38,NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccccc2)cc1,7.1249387366083
39,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccccc2)cc1,7.3979400086720375
40,CC(C)C(=O)Nc1ccc(S(N)(=O)=O)cc1,6.58838029403677
41,NS(=O)(=O)c1ccc(NC(=O)c2ccccc2)cc1,7.431798275933005
42,NS(=O)(=O)Oc1ccc(Cl)cc1,8.958607314841775
43,CC(=O)Nc1ccc(S(N)(=O)=O)cc1,6.609064892896621
44,CCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,6.6439741428068775
45,Oc1cccc(O)c1,5.113509274827518
46,O=C(O)c1ccccc1Nc1ccccc1,7.42021640338319
47,CCCCCCCCOS(N)(=O)=O,8.576754126063193
48,N#Cc1ccc(OS(N)(=O)=O)cc1,6.826813731587726
49,NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1,7.309803919971486
50,CC1OC2COC3(COS(N)(=O)=O)OC(C)(C)OC3C2O1,6.698970004336019
51,NCCCNCCCCNCCCNC(=O)Cc1cccc2ccccc12,5.94692155651658
52,NS(=O)(=O)c1ccc(NC(=O)Nc2ccccc2)cc1,5.428291168191312
53,CC1(C)OC2C3OC4(CCCC4)OC3COC2(COS(N)(=O)=O)O1,5.795880017344075
54,CC1(C)OC2C3OCOC3COC2(COS(N)(=O)=O)O1,6.455931955649724
55,COc1cc(C=CC(=O)O)ccc1O,5.619788758288394
56,Nc1ccc2nc(S(N)(=O)=O)sc2c1,8.045757490560675
57,O=C(O)c1ccc(O)c(O)c1,6.327902142064283
58,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,7.366531544420414
59,O=C(O)C(=O)CC(=O)c1cccn1Cc1ccc(F)cc1,5.576754126063192
60,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,5.028260409112222
61,OCCc1ccc(O)cc1,5.060480747381382
62,NS(=O)(=O)c1cnccc1Oc1ccc(F)cc1,7.025028005701931
